STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,landcover,Land cover,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG31,Severozapaden,2012,,19.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG31,Severozapaden,2015,,17.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG31,Severozapaden,2018,,15.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG32,Severen tsentralen,2012,,21.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG32,Severen tsentralen,2015,,20.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG32,Severen tsentralen,2018,,25.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG33,Severoiztochen,2012,,19.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG33,Severoiztochen,2015,,17.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG33,Severoiztochen,2018,,18.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG34,Yugoiztochen,2012,,20,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG34,Yugoiztochen,2015,,18.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG34,Yugoiztochen,2018,,27.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,2012,,12.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,2015,,11.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG4,Yugozapadna i Yuzhna tsentralna Bulgaria,2018,,13.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG41,Yugozapaden,2012,,16.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG41,Yugozapaden,2015,,15.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG41,Yugozapaden,2018,,14.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG42,Yuzhen tsentralen,2012,,18.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG42,Yuzhen tsentralen,2015,,16.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,BG42,Yuzhen tsentralen,2018,,23,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY,Cyprus,2012,,10.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY,Cyprus,2015,,9.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY,Cyprus,2018,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY0,Kýpros,2012,,10.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY0,Kýpros,2015,,9.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY0,Kýpros,2018,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY00,Kýpros,2012,,10.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY00,Kýpros,2015,,9.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CY00,Kýpros,2018,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ,Czechia,2009,,4.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ,Czechia,2012,,4.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ,Czechia,2015,,4.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ0,Česko,2009,,4.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ0,Česko,2012,,4.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ0,Česko,2015,,4.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ01,Praha,2009,,20.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ01,Praha,2012,,18.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ01,Praha,2015,,15.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ01,Praha,2018,,36.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ02,Střední Čechy,2009,,13.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ02,Střední Čechy,2012,,13,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ02,Střední Čechy,2015,,12.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ02,Střední Čechy,2018,,26.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ03,Jihozápad,2009,,13.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ03,Jihozápad,2012,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ03,Jihozápad,2015,,13,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ03,Jihozápad,2018,,15.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ04,Severozápad,2009,,15.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ04,Severozápad,2012,,14.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ04,Severozápad,2015,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ04,Severozápad,2018,,20.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ05,Severovýchod,2009,,11.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ05,Severovýchod,2012,,10.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ05,Severovýchod,2015,,11,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ05,Severovýchod,2018,,16.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ06,Jihovýchod,2009,,11.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ06,Jihovýchod,2012,,10.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ06,Jihovýchod,2015,,9.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ06,Jihovýchod,2018,,17.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ07,Střední Morava,2009,,13.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ07,Střední Morava,2012,,12.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ07,Střední Morava,2015,,13.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ07,Střední Morava,2018,,26.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ08,Moravskoslezsko,2009,,14.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ08,Moravskoslezsko,2012,,15,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ08,Moravskoslezsko,2015,,14.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,CZ08,Moravskoslezsko,2018,,27.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE,Germany,2009,,2.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE,Germany,2012,,2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE,Germany,2015,,1.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE,Germany,2018,,2.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE1,Baden-Württemberg,2009,,6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE1,Baden-Württemberg,2012,,5.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE1,Baden-Württemberg,2015,,5.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE1,Baden-Württemberg,2018,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE11,Stuttgart,2009,,10.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE11,Stuttgart,2012,,9.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE11,Stuttgart,2015,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE11,Stuttgart,2018,,16.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE12,Karlsruhe,2009,,11.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE12,Karlsruhe,2012,,11.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE12,Karlsruhe,2015,,10.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE12,Karlsruhe,2018,,18.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE13,Freiburg,2009,,12.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE13,Freiburg,2012,,11.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE13,Freiburg,2015,,10.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE13,Freiburg,2018,,17.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE14,Tübingen,2009,,12.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE14,Tübingen,2012,,13,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE14,Tübingen,2015,,12.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE14,Tübingen,2018,,12.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE2,Bayern,2009,,5.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE2,Bayern,2012,,4.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE2,Bayern,2015,,4.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE2,Bayern,2018,,5.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE21,Oberbayern,2009,,8.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE21,Oberbayern,2012,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE21,Oberbayern,2015,,8.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE21,Oberbayern,2018,,8.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE22,Niederbayern,2009,,15.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE22,Niederbayern,2012,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE22,Niederbayern,2015,,12.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE22,Niederbayern,2018,,12.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE23,Oberpfalz,2009,,19.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE23,Oberpfalz,2012,,17.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE23,Oberpfalz,2015,,16.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE23,Oberpfalz,2018,,20.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE24,Oberfranken,2009,,17.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE24,Oberfranken,2012,,16.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE24,Oberfranken,2015,,15.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE24,Oberfranken,2018,,18.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE25,Mittelfranken,2009,,14.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,DE25,Mittelfranken,2012,,13.4,,,,,
