"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch"
"SE21","SE",2018,1.88,16.9,0,"High fertility, low investment"
"SE22","SE",2018,1.76,26.2,0,"High fertility, low investment"
"SE23","SE",2018,1.74,16.6,0,"High fertility, low investment"
"SE31","SE",2018,1.89,19.5,0,"High fertility, low investment"
"SE32","SE",2018,1.9,18.4,0,"High fertility, low investment"
"SE33","SE",2018,1.69,17.4,0,"High fertility, low investment"
"SE11","SE",2019,1.61,14.5,0,"High fertility, low investment"
"SE12","SE",2019,1.72,18.4,0,"High fertility, low investment"
"SE21","SE",2019,1.83,16.3,0,"High fertility, low investment"
"SE22","SE",2019,1.72,24.7,0,"High fertility, low investment"
"SE23","SE",2019,1.71,18.7,0,"High fertility, low investment"
"SE31","SE",2019,1.78,18.2,0,"High fertility, low investment"
"SE32","SE",2019,1.82,23.6,0,"High fertility, low investment"
"SE33","SE",2019,1.7,16.3,0,"High fertility, low investment"
"SI03","SI",2018,1.64,17.3,110.05,"High fertility, low investment"
"SI04","SI",2018,1.58,13.3,110.05,"High fertility, low investment"
"SI03","SI",2019,1.68,16.3,108.79,"High fertility, low investment"
"SI04","SI",2019,1.55,10.8,108.79,"High fertility, low investment"
"SK01","SK",2017,1.66,9.9,3.04,"High fertility, low investment"
"SK02","SK",2017,1.34,12.9,3.04,"Low investment, low fertility"
"SK03","SK",2017,1.45,17.5,3.04,"Low investment, low fertility"
"SK04","SK",2017,1.65,20.1,3.04,"High fertility, low investment"
"SK01","SK",2018,1.7,7.3,2.62,"High fertility, low investment"
"SK02","SK",2018,1.35,10.7,2.62,"Low investment, low fertility"
"SK03","SK",2018,1.48,18.6,2.62,"Low investment, low fertility"
"SK04","SK",2018,1.66,20.6,2.62,"High fertility, low investment"
"SK01","SK",2019,1.65,6.8,2.65,"High fertility, low investment"
"SK02","SK",2019,1.4,10.2,2.65,"Low investment, low fertility"
"SK03","SK",2019,1.49,19.3,2.65,"Low investment, low fertility"
"SK04","SK",2019,1.69,19.7,2.65,"High fertility, low investment"
"AL01","AL",2019,1.59,55.4,10.59,"High fertility, low investment"
"AL02","AL",2019,1.28,49.2,10.59,"Low investment, low fertility"
"AL03","AL",2019,1.23,48.4,10.59,"Low investment, low fertility"
"BG31","BG",2017,1.85291,47.4,25.32,"High fertility, low investment"
"BG32","BG",2017,1.71635,43,25.32,"High fertility, low investment"
"BG33","BG",2017,1.68931,40.4,25.32,"High fertility, low investment"
"BG34","BG",2017,2.10908,39.9,25.32,"High fertility, low investment"
"BG41","BG",2017,1.45777,26,25.32,"Low investment, low fertility"
"BG42","BG",2017,1.79732,45,25.32,"High fertility, low investment"
"BG31","BG",2018,1.88775,42,25.06,"High fertility, low investment"
"BG32","BG",2018,1.75067,34.5,25.06,"High fertility, low investment"
"BG33","BG",2018,1.73954,34.5,25.06,"High fertility, low investment"
"BG34","BG",2018,2.10184,36.2,25.06,"High fertility, low investment"
"BG41","BG",2018,1.46803,22.8,25.06,"Low investment, low fertility"
"BG42","BG",2018,1.83131,39.2,25.06,"High fertility, low investment"
"BG31","BG",2019,1.90808,41.6,23.11,"High fertility, low investment"
"BG32","BG",2019,1.77018,37.6,23.11,"High fertility, low investment"
"BG33","BG",2019,1.83009,33.7,23.11,"High fertility, low investment"
"BG34","BG",2019,2.15573,37.9,23.11,"High fertility, low investment"
"BG41","BG",2019,1.53127,22.7,23.11,"High fertility, low investment"
"BG42","BG",2019,1.87979,38.1,23.11,"High fertility, low investment"
"CH01","CH",2017,1.52,20.4,59.21,"Low investment, low fertility"
"CH02","CH",2017,1.53,19.7,59.21,"High fertility, low investment"
"CH03","CH",2017,1.52,17.3,59.21,"Low investment, low fertility"
"CH04","CH",2017,1.5,14.3,59.21,"Low investment, low fertility"
"CH05","CH",2017,1.54,17.9,59.21,"High fertility, low investment"
"CH06","CH",2017,1.56,13.6,59.21,"High fertility, low investment"
"CH07","CH",2017,1.37,34,59.21,"Low investment, low fertility"
"CH01","CH",2018,1.51,21.2,61.21,"Low investment, low fertility"
"CH02","CH",2018,1.53,19.1,61.21,"High fertility, low investment"
"CH03","CH",2018,1.51,18.2,61.21,"Low investment, low fertility"
"CH04","CH",2018,1.47,11.9,61.21,"Low investment, low fertility"
"CH05","CH",2018,1.59,17.7,61.21,"High fertility, low investment"
"CH06","CH",2018,1.59,12.5,61.21,"High fertility, low investment"
"CH07","CH",2018,1.28,30.2,61.21,"Low investment, low fertility"
"CH01","CH",2019,1.47,26.1,69.89,"Low investment, low fertility"
"CH02","CH",2019,1.5,21.1,69.89,"Low investment, low fertility"
"CH03","CH",2019,1.5,18.8,69.89,"Low investment, low fertility"
"CH04","CH",2019,1.42,13.1,69.89,"Low investment, low fertility"
"CH05","CH",2019,1.53,17.2,69.89,"High fertility, low investment"
"CH06","CH",2019,1.54,14.2,69.89,"High fertility, low investment"
"CH07","CH",2019,1.26,26.7,69.89,"Low investment, low fertility"
"CZ01","CZ",2017,1.55,9.8,9.03,"High fertility, low investment"
"CZ02","CZ",2017,1.79,11,9.03,"High fertility, low investment"
"CZ03","CZ",2017,1.7,9.3,9.03,"High fertility, low investment"
"CZ04","CZ",2017,1.67,16.1,9.03,"High fertility, low investment"
"CZ05","CZ",2017,1.7,10.1,9.03,"High fertility, low investment"
"CZ06","CZ",2017,1.73,11,9.03,"High fertility, low investment"
"CZ07","CZ",2017,1.67,11.2,9.03,"High fertility, low investment"
"CZ08","CZ",2017,1.6,19.7,9.03,"High fertility, low investment"
"CZ01","CZ",2018,1.56,8.3,8.68,"High fertility, low investment"
"CZ02","CZ",2018,1.74,9.4,8.68,"High fertility, low investment"
"CZ03","CZ",2018,1.72,9.4,8.68,"High fertility, low investment"
"CZ04","CZ",2018,1.66,17,8.68,"High fertility, low investment"
"CZ05","CZ",2018,1.74,11.6,8.68,"High fertility, low investment"
"CZ06","CZ",2018,1.76,11.3,8.68,"High fertility, low investment"
"CZ07","CZ",2018,1.71,12.5,8.68,"High fertility, low investment"
"CZ08","CZ",2018,1.68,16,8.68,"High fertility, low investment"
"CZ01","CZ",2019,1.52,7.7,7.47,"Low investment, low fertility"
"CZ02","CZ",2019,1.76,9.6,7.47,"High fertility, low investment"
"CZ03","CZ",2019,1.72,9.3,7.47,"High fertility, low investment"
"CZ04","CZ",2019,1.71,19.7,7.47,"High fertility, low investment"
"CZ05","CZ",2019,1.76,12.4,7.47,"High fertility, low investment"
"CZ06","CZ",2019,1.77,11.9,7.47,"High fertility, low investment"
"CZ07","CZ",2019,1.67,12.8,7.47,"High fertility, low investment"
"CZ08","CZ",2019,1.66,15.1,7.47,"High fertility, low investment"
"DK01","DK",2017,1.67,18.9,0,"High fertility, low investment"
"DK02","DK",2017,1.83,17.9,0,"High fertility, low investment"
"DK03","DK",2017,1.82,17.6,0,"High fertility, low investment"
"DK04","DK",2017,1.83,16,0,"High fertility, low investment"
"DK05","DK",2017,1.81,18.4,0,"High fertility, low investment"
"DK01","DK",2018,1.65,19.6,0,"High fertility, low investment"
"DK02","DK",2018,1.83,16.8,0,"High fertility, low investment"
"DK03","DK",2018,1.78,15.7,0,"High fertility, low investment"
"DK04","DK",2018,1.81,15.8,0,"High fertility, low investment"
"DK05","DK",2018,1.77,19.2,0,"High fertility, low investment"
"DK01","DK",2019,1.66,18.2,0,"High fertility, low investment"
"DK02","DK",2019,1.76,14.3,0,"High fertility, low investment"
"DK03","DK",2019,1.73,18.1,0,"High fertility, low investment"
"DK04","DK",2019,1.75,17,0,"High fertility, low investment"
"DK05","DK",2019,1.75,17.7,0,"High fertility, low investment"
"EL30","EL",2018,1.36,27,187.68,"Low investment, low fertility"
"EL41","EL",2018,1.63,31.9,187.68,"High fertility, low investment"
"EL42","EL",2018,1.54,31.6,187.68,"High fertility, low investment"
"EL43","EL",2018,1.52,34.8,187.68,"Low investment, low fertility"
"EL51","EL",2018,1.32,33.5,187.68,"Low investment, low fertility"
"EL52","EL",2018,1.28,29.3,187.68,"Low investment, low fertility"
"EL53","EL",2018,1.26,36.5,187.68,"Low investment, low fertility"
"EL54","EL",2018,1.22,31.1,187.68,"Low investment, low fertility"
"EL61","EL",2018,1.32,32.9,187.68,"Low investment, low fertility"
"EL62","EL",2018,1.6,26.2,187.68,"High fertility, low investment"
"EL63","EL",2018,1.29,41.1,187.68,"Low investment, low fertility"
"EL64","EL",2018,1.23,28.7,187.68,"Low investment, low fertility"
"EL65","EL",2018,1.35,29.2,187.68,"Low investment, low fertility"
"EL30","EL",2019,1.35,24.5,132.05,"Low investment, low fertility"
"EL41","EL",2019,1.6,30.7,132.05,"High fertility, low investment"
"EL42","EL",2019,1.62,30.1,132.05,"High fertility, low investment"
"EL43","EL",2019,1.54,30.5,132.05,"High fertility, low investment"
"EL51","EL",2019,1.3,34,132.05,"Low investment, low fertility"
"EL52","EL",2019,1.27,30.6,132.05,"Low investment, low fertility"
"EL53","EL",2019,1.26,33.6,132.05,"Low investment, low fertility"
"EL54","EL",2019,1.24,26.8,132.05,"Low investment, low fertility"
"EL61","EL",2019,1.28,28.3,132.05,"Low investment, low fertility"
"EL62","EL",2019,1.55,22.3,132.05,"High fertility, low investment"
"EL63","EL",2019,1.32,39.8,132.05,"Low investment, low fertility"
"EL64","EL",2019,1.12,28.3,132.05,"Low investment, low fertility"
"EL65","EL",2019,1.32,35.1,132.05,"Low investment, low fertility"
"ES11","ES",2017,1.11971,23,15.59,"Low investment, low fertility"
"ES12","ES",2017,1.0277,17.8,15.59,"Low investment, low fertility"
"ES13","ES",2017,1.16135,20.5,15.59,"Low investment, low fertility"
"ES21","ES",2017,1.3205,15,15.59,"Low investment, low fertility"
"ES22","ES",2017,1.4463,13.2,15.59,"Low investment, low fertility"
"ES23","ES",2017,1.33934,13.9,15.59,"Low investment, low fertility"
"ES24","ES",2017,1.32689,16.2,15.59,"Low investment, low fertility"
"ES30","ES",2017,1.31942,21.7,15.59,"Low investment, low fertility"
"ES41","ES",2017,1.14147,19.2,15.59,"Low investment, low fertility"
"ES42","ES",2017,1.30795,34.9,15.59,"Low investment, low fertility"
"ES43","ES",2017,1.28931,44.9,15.59,"Low investment, low fertility"
"ES51","ES",2017,1.36858,20.2,15.59,"Low investment, low fertility"
"ES52","ES",2017,1.29225,31.9,15.59,"Low investment, low fertility"
"ES53","ES",2017,1.24946,25.2,15.59,"Low investment, low fertility"
"ES61","ES",2017,1.35638,39,15.59,"Low investment, low fertility"
"ES62","ES",2017,1.54678,35.6,15.59,"High fertility, low investment"
"ES63","ES",2017,1.79543,46.9,15.59,"High fertility, low investment"
"ES64","ES",2017,2.2558,30.2,15.59,"High fertility, low investment"
"ES70","ES",2017,1.07193,39.9,15.59,"Low investment, low fertility"
"ES11","ES",2018,1.04073,24.1,15.64,"Low investment, low fertility"
"ES12","ES",2018,1.02771,21.8,15.64,"Low investment, low fertility"
"ES13","ES",2018,1.11039,24.4,15.64,"Low investment, low fertility"
"ES21","ES",2018,1.27534,12.2,15.64,"Low investment, low fertility"
"ES22","ES",2018,1.37788,13.1,15.64,"Low investment, low fertility"
"ES23","ES",2018,1.23376,19.1,15.64,"Low investment, low fertility"
"ES24","ES",2018,1.28449,17.8,15.64,"Low investment, low fertility"
"ES30","ES",2018,1.26087,20.9,15.64,"Low investment, low fertility"
"ES41","ES",2018,1.14267,19.8,15.64,"Low investment, low fertility"
"ES42","ES",2018,1.26129,33.4,15.64,"Low investment, low fertility"
"ES43","ES",2018,1.21358,43.7,15.64,"Low investment, low fertility"
"ES51","ES",2018,1.30934,18.9,15.64,"Low investment, low fertility"
"ES52","ES",2018,1.23939,30.7,15.64,"Low investment, low fertility"
"ES53","ES",2018,1.24665,17.3,15.64,"Low investment, low fertility"
"ES61","ES",2018,1.31519,41.7,15.64,"Low investment, low fertility"
"ES62","ES",2018,1.52629,33.2,15.64,"High fertility, low investment"
"ES63","ES",2018,1.68002,48.9,15.64,"High fertility, low investment"
"ES64","ES",2018,2.26992,23.5,15.64,"High fertility, low investment"
"ES70","ES",2018,1.00946,39.2,15.64,"Low investment, low fertility"
"ES11","ES",2019,1.01814,24.2,16.72,"Low investment, low fertility"
"ES12","ES",2019,0.95664,25,16.72,"Low investment, low fertility"
"ES13","ES",2019,1.06379,19.8,16.72,"Low investment, low fertility"
"ES21","ES",2019,1.24932,15,16.72,"Low investment, low fertility"
"ES22","ES",2019,1.38361,12.4,16.72,"Low investment, low fertility"
"ES23","ES",2019,1.30172,15.8,16.72,"Low investment, low fertility"
"ES24","ES",2019,1.25335,20.5,16.72,"Low investment, low fertility"
"ES30","ES",2019,1.21957,20.2,16.72,"Low investment, low fertility"
"ES41","ES",2019,1.12497,16.8,16.72,"Low investment, low fertility"
"ES42","ES",2019,1.24287,31,16.72,"Low investment, low fertility"
"ES43","ES",2019,1.2167,36.9,16.72,"Low investment, low fertility"
"ES51","ES",2019,1.26909,18.8,16.72,"Low investment, low fertility"
"ES52","ES",2019,1.23134,28.2,16.72,"Low investment, low fertility"
"ES53","ES",2019,1.17358,16.5,16.72,"Low investment, low fertility"
"ES61","ES",2019,1.30586,39.3,16.72,"Low investment, low fertility"
"ES62","ES",2019,1.49064,33.4,16.72,"Low investment, low fertility"
"ES63","ES",2019,1.48046,49,16.72,"Low investment, low fertility"
"ES64","ES",2019,2.0991,39.7,16.72,"High fertility, low investment"
"ES70","ES",2019,0.96995,38.3,16.72,"Low investment, low fertility"
"FI1B","FI",2017,1.38,12,0,"Low investment, low fertility"
"FI1C","FI",2017,1.47,16.1,0,"Low investment, low fertility"
"FI1D","FI",2017,1.63,17.9,0,"High fertility, low investment"
"FI1B","FI",2018,1.33,11.1,0,"Low investment, low fertility"
"FI1C","FI",2018,1.36,17.1,0,"Low investment, low fertility"
"FI1D","FI",2018,1.53,20.3,0,"High fertility, low investment"
"FI1B","FI",2019,1.28,9.4,0,"Low investment, low fertility"
"FI1C","FI",2019,1.3,14.7,0,"Low investment, low fertility"
"FI1D","FI",2019,1.44,17.8,0,"Low investment, low fertility"
"HR03","HR",2017,1.39,21.6,42.81,"Low investment, low fertility"
"HR04","HR",2017,1.43,24.8,42.81,"Low investment, low fertility"
"HR03","HR",2018,1.43,21.2,40.94,"Low investment, low fertility"
"HR04","HR",2018,1.49,22.6,40.94,"Low investment, low fertility"
"HR03","HR",2019,1.42,19.4,43.24,"Low investment, low fertility"
"HR04","HR",2019,1.49,21.6,43.24,"Low investment, low fertility"
"HU21","HU",2017,1.55,20.1,2.32,"High fertility, low investment"
"HU22","HU",2017,1.46,19.9,2.32,"Low investment, low fertility"
"HU23","HU",2017,1.55,30.4,2.32,"High fertility, low investment"
"HU31","HU",2017,1.82,36.4,2.32,"High fertility, low investment"
"HU32","HU",2017,1.7,28.4,2.32,"High fertility, low investment"
"HU33","HU",2017,1.56,26.4,2.32,"High fertility, low investment"
"HU11","HU",2018,1.21,16.5,2.16,"Low investment, low fertility"
"HU12","HU",2018,1.6,14.3,2.16,"High fertility, low investment"
"HU21","HU",2018,1.52,15.2,2.16,"Low investment, low fertility"
"HU22","HU",2018,1.47,12.4,2.16,"Low investment, low fertility"
"HU23","HU",2018,1.57,26.7,2.16,"High fertility, low investment"
"HU31","HU",2018,1.84,31.3,2.16,"High fertility, low investment"
"HU32","HU",2018,1.69,27.1,2.16,"High fertility, low investment"
"HU33","HU",2018,1.55,22.2,2.16,"High fertility, low investment"
"HU11","HU",2019,1.19,17.1,2.13,"Low investment, low fertility"
"HU12","HU",2019,1.63,20.2,2.13,"High fertility, low investment"
"HU21","HU",2019,1.55,12.1,2.13,"High fertility, low investment"
"HU22","HU",2019,1.48,17,2.13,"Low investment, low fertility"
"HU23","HU",2019,1.58,25,2.13,"High fertility, low investment"
"HU31","HU",2019,1.83,26.7,2.13,"High fertility, low investment"
"HU32","HU",2019,1.73,26,2.13,"High fertility, low investment"
"HU33","HU",2019,1.55,16.5,2.13,"High fertility, low investment"
"IE04","IE",2017,1.88,25.9,241.35,"Balanced investment"
"IE05","IE",2017,1.84,24,241.35,"Balanced investment"
"IE06","IE",2017,1.7,20.2,241.35,"Balanced investment"
"IE04","IE",2018,1.89,25.2,237.63,"Balanced investment"
"IE05","IE",2018,1.85,22.6,237.63,"Balanced investment"
"IE06","IE",2018,1.66,17.9,237.63,"Balanced investment"
"IE04","IE",2019,1.87,26.4,234.88,"Balanced investment"
"IE05","IE",2019,1.76,21,234.88,"Balanced investment"
"IE06","IE",2019,1.64,17.4,234.88,"Balanced investment"
"ITC1","IT",2017,1.34908,18.4,141.62,"Low investment, low fertility"
"ITC2","IT",2017,1.35592,17.2,141.62,"Low investment, low fertility"
"ITC3","IT",2017,1.29024,19,141.62,"Low investment, low fertility"
"ITC4","IT",2017,1.40535,16.9,141.62,"Low investment, low fertility"
"ITF1","IT",2017,1.25286,28.2,141.62,"Low investment, low fertility"
"ITF2","IT",2017,1.20144,35,141.62,"Low investment, low fertility"
"ITF3","IT",2017,1.36197,43,141.62,"Low investment, low fertility"
"ITF4","IT",2017,1.25093,36.7,141.62,"Low investment, low fertility"
"ITF5","IT",2017,1.20013,31.9,141.62,"Low investment, low fertility"
"ITF6","IT",2017,1.30506,43.9,141.62,"Low investment, low fertility"
"ITG1","IT",2017,1.37181,48.9,141.62,"Low investment, low fertility"
"ITG2","IT",2017,1.07838,37.2,141.62,"Low investment, low fertility"
"ITH1","IT",2017,1.74689,6.3,141.62,"High fertility, low investment"
"ITH2","IT",2017,1.4863,17.1,141.62,"Low investment, low fertility"
"ITH3","IT",2017,1.36698,13,141.62,"Low investment, low fertility"
"ITH4","IT",2017,1.31574,13.1,141.62,"Low investment, low fertility"
"ITH5","IT",2017,1.36091,15,141.62,"Low investment, low fertility"
"ITI1","IT",2017,1.29473,17.4,141.62,"Low investment, low fertility"
"ITI2","IT",2017,1.25818,16.1,141.62,"Low investment, low fertility"
"ITI3","IT",2017,1.26097,20.9,141.62,"Low investment, low fertility"
"ITI4","IT",2017,1.30127,26.7,141.62,"Low investment, low fertility"
"ITC1","IT",2018,1.29684,18.4,135.35,"Low investment, low fertility"
"ITC2","IT",2018,1.38873,13.1,135.35,"Low investment, low fertility"
"ITC3","IT",2018,1.24387,18.1,135.35,"Low investment, low fertility"
"ITC4","IT",2018,1.36258,14.9,135.35,"Low investment, low fertility"
"ITF1","IT",2018,1.2048,25.8,135.35,"Low investment, low fertility"
"ITF2","IT",2018,1.10607,25,135.35,"Low investment, low fertility"
"ITF3","IT",2018,1.32915,48.9,135.35,"Low investment, low fertility"
"ITF4","IT",2018,1.23363,35.8,135.35,"Low investment, low fertility"
"ITF5","IT",2018,1.1411,35.2,135.35,"Low investment, low fertility"
"ITF6","IT",2018,1.2891,40.7,135.35,"Low investment, low fertility"
"ITG1","IT",2018,1.37221,49.5,135.35,"Low investment, low fertility"
"ITG2","IT",2018,1.03521,33.6,135.35,"Low investment, low fertility"
"ITH1","IT",2018,1.72907,12.7,135.35,"High fertility, low investment"
