"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch","dist_to_median"
"PL21","PL",2019,1.51,18.1,326.74,"High Investment, Low Fertility",102.43629000000001
"CH06","CH",2017,1.56,13.6,121.88,"High Fert / Low Spend",102.47371
"PL22","PL",2019,1.38,13,326.74,"High Investment, Low Fertility",102.56629000000001
"PL42","PL",2019,1.32,16.5,326.74,"High Investment, Low Fertility",102.62629000000001
"ES61","ES",2019,1.30586,39.3,120.43,"Low Priority Region",104.11042999999998
"ES61","ES",2018,1.31519,41.7,120.21,"Low Priority Region",104.3211
"ES62","ES",2018,1.52629,33.2,119.89,"High Fert / Low Spend",104.42999999999999
"BG41","BG",2017,1.45777,26,328.78,"High Investment, Low Fertility",104.52851999999999
"BG32","BG",2017,1.71635,43,328.78,"Balanced Investment",104.65005999999998
"RO11","RO",2019,1.69,23.4,119.74,"High Fert / Low Spend",104.74371
"RO12","RO",2019,1.85,28.2,119.74,"High Fert / Low Spend",104.90371
"RO21","RO",2019,2.14,49.2,119.74,"High Fert / Low Spend",105.19371
"ITH4","IT",2019,1.25,13.5,329.86,"High Investment, Low Fertility",105.81629000000002
"HR04","HR",2019,1.49,21.6,118.07,"Low Priority Region",106.28629
"ES41","ES",2017,1.14147,19.2,117.8,"Low Priority Region",106.90482
"CZ06","CZ",2017,1.73,11,331.34,"Balanced Investment",107.22370999999998
"ES52","ES",2017,1.29225,31.9,116.86,"Low Priority Region",107.69403999999999
"LT02","LT",2017,1.59857,32.4,332.27,"Balanced Investment",108.02228
"NL23","NL",2017,1.72,17.4,115.72,"High Fert / Low Spend",108.79370999999999
"ES51","ES",2019,1.26909,18.8,115.41,"Low Priority Region",109.1672
"RO11","RO",2017,1.7,35.6,115.14,"High Fert / Low Spend",109.35370999999999
"RO22","RO",2017,1.89,52.4,115.14,"High Fert / Low Spend",109.54370999999999
"RO21","RO",2017,2.16,49.6,115.14,"High Fert / Low Spend",109.81370999999999
"CZ04","CZ",2019,1.71,19.7,335.13,"Balanced Investment",110.99371000000001
"NO01","NO",2017,1.54,15.6,113.06,"High Fert / Low Spend",111.27371
"NL41","NL",2019,1.55,13.8,112.96,"High Fert / Low Spend",111.38371
"NL21","NL",2019,1.68,15.6,112.96,"High Fert / Low Spend",111.51371
"ES51","ES",2018,1.30934,18.9,112.7,"Low Priority Region",111.83694999999999
"NO07","NO",2017,1.59,17.1,112.4,"High Fert / Low Spend",111.98370999999999
"LT01","LT",2017,1.49406,23.1,336.41,"High Investment, Low Fertility",112.12223000000003
"LT01","LT",2017,1.49406,23.1,111.97,"Low Priority Region",112.38222999999999
"ES52","ES",2017,1.29225,31.9,111.98,"Low Priority Region",112.57403999999998
"ES63","ES",2019,1.48046,49,111.35,"Low Priority Region",113.01583
"ES23","ES",2019,1.30172,15.8,111.35,"Low Priority Region",113.19457
"ES52","ES",2019,1.23134,28.2,111.35,"Low Priority Region",113.26495
"ES41","ES",2019,1.12497,16.8,111.35,"Low Priority Region",113.37132
"ES12","ES",2019,0.95664,25,111.35,"Low Priority Region",113.53965
"NL42","NL",2019,1.43,15.5,110.6,"Low Priority Region",113.81629
"NO01","NO",2018,1.5,16.4,110.49,"Low Priority Region",113.85629
"NO05","NO",2018,1.64,14.7,110.49,"High Fert / Low Spend",113.94371
"SI03","SI",2018,1.64,17.3,110.05,"High Fert / Low Spend",114.38371
"FI1C","FI",2017,1.47,16.1,338.93,"High Investment, Low Fertility",114.66629000000002
"NO07","NO",2019,1.49,16.2,109.45,"Low Priority Region",114.90628999999998
"NO04","NO",2019,1.64,17.4,109.45,"High Fert / Low Spend",114.98370999999999
"NL11","NL",2017,1.45,21.8,109.2,"Low Priority Region",115.19628999999999
"NO03","NO",2019,1.53,14.5,108.81,"High Fert / Low Spend",115.51370999999999
"NO01","NO",2019,1.47,16.2,108.81,"Low Priority Region",115.56629
"CZ01","CZ",2019,1.52,7.7,340.7,"High Investment, Low Fertility",116.38629
"NL41","NL",2017,1.61,14.1,107.87,"High Fert / Low Spend",116.53370999999999
"CZ05","CZ",2019,1.76,12.4,340.7,"Balanced Investment",116.61371
"NL34","NL",2017,1.76,12.7,107.87,"High Fert / Low Spend",116.68370999999999
"ES70","ES",2018,1.00946,39.2,107.99,"Low Priority Region",116.84683
"RO11","RO",2017,1.7,35.6,107.43,"High Fert / Low Spend",117.06370999999999
"CH06","CH",2019,1.54,14.2,106.76,"High Fert / Low Spend",117.57370999999999
"ES62","ES",2019,1.49064,33.4,106.65,"Low Priority Region",117.70564999999999
"RO31","RO",2018,1.74,45.6,106.72,"High Fert / Low Spend",117.81371
"ES51","ES",2019,1.26909,18.8,106.65,"Low Priority Region",117.92719999999998
"ES43","ES",2019,1.2167,36.9,106.65,"Low Priority Region",117.97958999999999
"ES64","ES",2019,2.0991,39.7,106.65,"High Fert / Low Spend",118.24280999999999
"NL33","NL",2018,1.61,19.6,105.69,"High Fert / Low Spend",118.71370999999999
"NL11","NL",2018,1.39,22.1,105.69,"Low Priority Region",118.76629
"RO22","RO",2019,1.84,49.5,105.67,"High Fert / Low Spend",118.96370999999999
"ES13","ES",2017,1.16135,20.5,105.47,"Low Priority Region",119.21494
"RO11","RO",2018,1.69,28.8,104.86,"High Fert / Low Spend",119.62370999999999
"NL41","NL",2019,1.55,13.8,104.37,"High Fert / Low Spend",119.97370999999998
"NL22","NL",2019,1.65,14.6,104.37,"High Fert / Low Spend",120.07370999999999
"RO21","RO",2018,2.09,49.9,104.52,"High Fert / Low Spend",120.36371
"CZ01","CZ",2017,1.55,9.8,103.32,"High Fert / Low Spend",121.02371
"EL54","EL",2018,1.22,31.1,103.47,"Low Priority Region",121.15629
"EL43","EL",2019,1.54,30.5,102.78,"High Fert / Low Spend",121.55371
"ES62","ES",2019,1.49064,33.4,102.2,"Low Priority Region",122.15565
"ES21","ES",2019,1.24932,15,102.2,"Low Priority Region",122.39697
"NL32","NL",2017,1.52,16.7,101.79,"Low Priority Region",122.53628999999998
"NL33","NL",2017,1.64,19.3,101.79,"High Fert / Low Spend",122.64370999999998
"NL21","NL",2017,1.72,16.4,101.79,"High Fert / Low Spend",122.72370999999998
"NL11","NL",2017,1.45,21.8,347.1,"High Investment, Low Fertility",122.85629000000003
"NL12","NL",2018,1.71,16.3,101.51,"High Fert / Low Spend",122.99371
"RO11","RO",2017,1.7,35.6,101.13,"High Fert / Low Spend",123.36371
"CH06","CH",2019,1.54,14.2,100.4,"High Fert / Low Spend",123.93370999999999
"HU33","HU",2019,1.55,16.5,100.12,"High Fert / Low Spend",124.22370999999998
"NL42","NL",2018,1.45,16.9,100,"Low Priority Region",124.39629
"NL12","NL",2018,1.71,16.3,100,"High Fert / Low Spend",124.50371
"NL33","NL",2018,1.61,19.6,99.73,"High Fert / Low Spend",124.67370999999999
"RO21","RO",2017,2.16,49.6,100.16,"High Fert / Low Spend",124.79370999999999
"RO41","RO",2018,1.66,47.4,99.5,"High Fert / Low Spend",124.95370999999999
"BG42","BG",2018,1.83131,39.2,99.53,"High Fert / Low Spend",125.09501999999999
"CH04","CH",2018,1.47,11.9,99.15,"Low Priority Region",125.22628999999999
"BG42","BG",2019,1.87979,38.1,99,"High Fert / Low Spend",125.67349999999999
"RO32","RO",2018,1.53,28.2,97.77,"High Fert / Low Spend",126.55371
"RO12","RO",2018,1.84,27.6,97.77,"High Fert / Low Spend",126.86371
"CZ03","CZ",2017,1.7,9.3,97.23,"High Fert / Low Spend",127.26370999999999
"CH03","CH",2018,1.51,18.2,96.89,"Low Priority Region",127.44628999999999
"NL34","NL",2017,1.76,12.7,97,"High Fert / Low Spend",127.55371
"CH04","CH",2017,1.5,14.3,96.75,"Low Priority Region",127.59629
"HU23","HU",2017,1.55,30.4,96.35,"High Fert / Low Spend",127.99371
"BG32","BG",2018,1.75067,34.5,95.91,"High Fert / Low Spend",128.63438
"CZ03","CZ",2017,1.7,9.3,95.64,"High Fert / Low Spend",128.85371
"NL32","NL",2018,1.49,17.2,95.35,"Low Priority Region",129.00629
"NL21","NL",2019,1.68,15.6,154.29,"High Fert / Low Spend",70.18371
"NL23","NL",2019,1.77,16.2,154.29,"High Fert / Low Spend",70.27371
"PT16","PT",2019,1.36295,20.5,153.89,"Low Priority Region",70.59334000000001
"PT16","PT",2018,1.34243,22.8,153.28,"Low Priority Region",71.22385999999999
"BG33","BG",2018,1.73954,34.5,153.02,"High Fert / Low Spend",71.51324999999999
"ITC2","IT",2019,1.31,8.6,152.97,"Low Priority Region",71.56629
"BG32","BG",2019,1.77018,37.6,152.91,"High Fert / Low Spend",71.65388999999999
"ITI3","IT",2019,1.19,18.5,152.97,"Low Priority Region",71.68629
"BG42","BG",2019,1.87979,38.1,152.91,"High Fert / Low Spend",71.7635
"BG34","BG",2018,2.10184,36.2,153.02,"High Fert / Low Spend",71.87554999999999
"BG34","BG",2019,2.15573,37.9,152.91,"High Fert / Low Spend",72.03944
"NL33","NL",2018,1.61,19.6,296.53,"Balanced Investment",72.29370999999998
"NL11","NL",2018,1.39,22.1,296.53,"High Investment, Low Fertility",72.34628999999998
"NL33","NL",2019,1.6,19.4,296.63,"Balanced Investment",72.38371000000001
"NL42","NL",2019,1.43,15.5,296.63,"High Investment, Low Fertility",72.40629
"NL21","NL",2019,1.68,15.6,296.63,"Balanced Investment",72.46371
"NL23","NL",2019,1.77,16.2,296.63,"Balanced Investment",72.55371
"PT18","PT",2018,1.50266,21.1,151.56,"Low Priority Region",72.78362999999999
"HU23","HU",2018,1.57,26.7,151.48,"High Fert / Low Spend",72.88371000000001
"PT30","PT",2018,1.30193,31.9,151.56,"Low Priority Region",72.98436
"PT16","PT",2018,1.34243,22.8,151.35,"Low Priority Region",73.15386
"RO42","RO",2017,1.58,31.8,150.65,"High Fert / Low Spend",73.72370999999998
"PL41","PL",2019,1.55,17.3,298.17,"Balanced Investment",73.87371000000002
"PL82","PL",2019,1.38,22.1,298.17,"High Investment, Low Fertility",73.99629000000002
"RO22","RO",2017,1.89,52.4,150.65,"High Fert / Low Spend",74.03370999999999
"SI03","SI",2019,1.68,16.3,298.46,"Balanced Investment",74.29370999999999
"BG33","BG",2019,1.83009,33.7,149.93,"High Fert / Low Spend",74.69379999999998
"EL62","EL",2019,1.55,22.3,149.58,"High Fert / Low Spend",74.76370999999997
"EL41","EL",2019,1.6,30.7,149.58,"High Fert / Low Spend",74.81370999999999
"ITH3","IT",2018,1.34451,13.2,299,"High Investment, Low Fertility",74.86178000000001
"ES13","ES",2017,1.16135,20.5,298.88,"High Investment, Low Fertility",74.92494
"EL51","EL",2019,1.3,34,149.58,"Low Priority Region",74.96628999999999
"RO41","RO",2018,1.66,47.4,149.45,"High Fert / Low Spend",75.00371
"RO31","RO",2018,1.74,45.6,149.45,"High Fert / Low Spend",75.08371000000001
"BG41","BG",2018,1.46803,22.8,148.56,"Low Priority Region",75.81826
"SI03","SI",2019,1.68,16.3,148.24,"High Fert / Low Spend",76.23370999999999
"PT16","PT",2018,1.34243,22.8,147.68,"Low Priority Region",76.82385999999998
"SK02","SK",2019,1.4,10.2,301.68,"High Investment, Low Fertility",77.48629000000001
"PT16","PT",2018,1.34243,22.8,146.01,"Low Priority Region",78.49386
"ITH3","IT",2018,1.34451,13.2,145.94,"Low Priority Region",78.56178
"NL32","NL",2017,1.52,16.7,302.94,"High Investment, Low Fertility",78.62629000000001
"ITF4","IT",2018,1.23363,35.8,145.94,"Low Priority Region",78.67266
"NL41","NL",2017,1.61,14.1,302.94,"Balanced Investment",78.70371
"NL31","NL",2017,1.68,14.9,302.94,"Balanced Investment",78.77371000000001
"ITH5","IT",2017,1.36091,15,145.68,"Low Priority Region",78.80537999999999
"NL34","NL",2017,1.76,12.7,302.94,"Balanced Investment",78.85371
"ITI4","IT",2017,1.30127,26.7,145.68,"Low Priority Region",78.86501999999999
"ITF2","IT",2017,1.20144,35,145.68,"Low Priority Region",78.96484999999998
"ITC2","IT",2018,1.38873,13.1,303.34,"High Investment, Low Fertility",79.15755999999998
"ITH1","IT",2018,1.72907,12.7,303.34,"Balanced Investment",79.22277999999999
"ITI3","IT",2018,1.22736,16.1,303.34,"High Investment, Low Fertility",79.31892999999998
"ES22","ES",2019,1.38361,12.4,144.36,"Low Priority Region",80.10267999999998
"ES30","ES",2019,1.21957,20.2,144.36,"Low Priority Region",80.26671999999998
"ES64","ES",2019,2.0991,39.7,144.36,"High Fert / Low Spend",80.53280999999998
"PL84","PL",2019,1.42,20.5,305.63,"High Investment, Low Fertility",81.41629
"LT02","LT",2017,1.59857,32.4,305.71,"Balanced Investment",81.46227999999999
"SI03","SI",2019,1.68,16.3,142.91,"High Fert / Low Spend",81.56371
"HU33","HU",2018,1.55,22.2,142.49,"High Fert / Low Spend",81.85370999999998
"HU11","HU",2018,1.21,16.5,142.49,"Low Priority Region",82.14628999999998
"HU12","HU",2018,1.6,14.3,142.14,"High Fert / Low Spend",82.25371000000001
"CZ07","CZ",2017,1.67,11.2,306.71,"Balanced Investment",82.53370999999999
"CZ06","CZ",2017,1.73,11,306.71,"Balanced Investment",82.59370999999999
"ITC4","IT",2017,1.40535,16.9,141.62,"Low Priority Region",82.82094
"ITH5","IT",2017,1.36091,15,141.62,"Low Priority Region",82.86537999999999
"ITH4","IT",2017,1.31574,13.1,141.62,"Low Priority Region",82.91054999999999
"ITI1","IT",2017,1.29473,17.4,141.62,"Low Priority Region",82.93155999999999
"ITI2","IT",2017,1.25818,16.1,141.62,"Low Priority Region",82.96810999999998
"ITF5","IT",2017,1.20013,31.9,141.62,"Low Priority Region",83.02615999999999
"ITC4","IT",2017,1.40535,16.9,307.65,"High Investment, Low Fertility",83.45093999999999
"ITH4","IT",2017,1.31574,13.1,307.65,"High Investment, Low Fertility",83.54054999999998
"ITF1","IT",2017,1.25286,28.2,307.65,"High Investment, Low Fertility",83.60342999999999
"ES61","ES",2018,1.31519,41.7,308.04,"High Investment, Low Fertility",83.93110000000003
"ES23","ES",2018,1.23376,19.1,308.04,"High Investment, Low Fertility",84.01253000000003
"ES70","ES",2018,1.00946,39.2,308.04,"High Investment, Low Fertility",84.23683000000003
"NL34","NL",2017,1.76,12.7,285.87,"Balanced Investment",61.78371000000001
"PL61","PL",2019,1.39,22.2,308.95,"High Investment, Low Fertility",84.76629
"PL71","PL",2019,1.36,17.1,308.95,"High Investment, Low Fertility",84.79629
"PL52","PL",2019,1.33,17.8,308.95,"High Investment, Low Fertility",84.82629
"RO32","RO",2018,1.53,28.2,139.34,"High Fert / Low Spend",84.98370999999999
"RO11","RO",2018,1.69,28.8,139.34,"High Fert / Low Spend",85.14370999999998
"RO11","RO",2017,1.7,35.6,139.27,"High Fert / Low Spend",85.22370999999998
"SI04","SI",2019,1.55,10.8,309.58,"Balanced Investment",85.28370999999999
"ITC3","IT",2017,1.29024,19,309.42,"High Investment, Low Fertility",85.33605000000003
"SI03","SI",2019,1.68,16.3,309.58,"Balanced Investment",85.41371
"BG42","BG",2019,1.87979,38.1,139.14,"High Fert / Low Spend",85.5335
"BG34","BG",2019,2.15573,37.9,139.14,"High Fert / Low Spend",85.80944000000001
"ES62","ES",2019,1.49064,33.4,138.33,"Low Priority Region",86.02564999999998
"ITH1","IT",2019,1.71,10.4,138.25,"High Fert / Low Spend",86.25371
"ES42","ES",2019,1.24287,31,138.33,"Low Priority Region",86.27341999999999
"ES30","ES",2019,1.21957,20.2,138.33,"Low Priority Region",86.29671999999998
"ITF6","IT",2019,1.26,34.8,138.25,"Low Priority Region",86.33628999999999
"ES41","ES",2019,1.12497,16.8,138.33,"Low Priority Region",86.39131999999998
"ITI4","IT",2019,1.18,24.1,138.25,"Low Priority Region",86.41628999999999
"SI03","SI",2019,1.68,16.3,138.02,"High Fert / Low Spend",86.45370999999999
"ITH1","IT",2019,1.71,10.4,311.09,"Balanced Investment",86.95370999999999
"ITC1","IT",2019,1.27,16.3,311.09,"High Investment, Low Fertility",87.02628999999999
"ITI3","IT",2019,1.19,18.5,311.09,"High Investment, Low Fertility",87.10628999999999
"CZ08","CZ",2017,1.6,19.7,311.81,"Balanced Investment",87.56371000000001
"CZ05","CZ",2017,1.7,10.1,311.81,"Balanced Investment",87.66371000000001
"ES61","ES",2017,1.35638,39,311.9,"High Investment, Low Fertility",87.74990999999999
"ES42","ES",2017,1.30795,34.9,311.9,"High Investment, Low Fertility",87.79833999999998
"EL62","EL",2019,1.55,22.3,136.44,"High Fert / Low Spend",87.90370999999999
"ES11","ES",2017,1.11971,23,311.9,"High Investment, Low Fertility",87.98657999999999
"EL52","EL",2019,1.27,30.6,136.44,"Low Priority Region",88.13629
"EL64","EL",2019,1.12,28.3,136.44,"Low Priority Region",88.28629
"ITC4","IT",2019,1.33,16.6,136.04,"Low Priority Region",88.47629
"ITH5","IT",2019,1.3,14,136.04,"Low Priority Region",88.50629
"ITH4","IT",2019,1.25,13.5,136.04,"Low Priority Region",88.55629
"ITI2","IT",2019,1.2,12.3,136.04,"Low Priority Region",88.60629
"ITF5","IT",2019,1.15,33,136.04,"Low Priority Region",88.65629
"ES63","ES",2018,1.68002,48.9,135.53,"High Fert / Low Spend",88.94372999999999
"ES30","ES",2018,1.26087,20.9,135.53,"Low Priority Region",89.05542
"ITG1","IT",2018,1.37221,49.5,135.35,"Low Priority Region",89.12407999999999
"ITF3","IT",2018,1.32915,48.9,135.35,"Low Priority Region",89.16714
"ITF6","IT",2018,1.2891,40.7,135.35,"Low Priority Region",89.20719
"ITC3","IT",2018,1.24387,18.1,135.35,"Low Priority Region",89.25242
"ES12","ES",2018,1.02771,21.8,135.53,"Low Priority Region",89.28858
"ITG2","IT",2018,1.03521,33.6,135.35,"Low Priority Region",89.46108
"NL33","NL",2019,1.6,19.4,314.34,"Balanced Investment",90.09370999999999
"NL22","NL",2019,1.65,14.6,314.34,"Balanced Investment",90.14370999999998
"NL34","NL",2019,1.73,14.8,314.34,"Balanced Investment",90.22370999999998
"PL21","PL",2019,1.51,18.1,314.6,"High Investment, Low Fertility",90.29629000000003
"PL61","PL",2019,1.39,22.2,314.6,"High Investment, Low Fertility",90.41629000000003
"PL43","PL",2019,1.35,14.8,314.6,"High Investment, Low Fertility",90.45629000000002
"ES43","ES",2019,1.2167,36.9,134.14,"Low Priority Region",90.48959
"ES12","ES",2019,0.95664,25,134.14,"Low Priority Region",90.74965
"ITH5","IT",2017,1.36091,15,315,"High Investment, Low Fertility",90.84538
"ITI4","IT",2017,1.30127,26.7,315,"High Investment, Low Fertility",90.90502000000001
"ITF3","IT",2017,1.36197,43,133.56,"Low Priority Region",90.92432
"ITI2","IT",2017,1.25818,16.1,315,"High Investment, Low Fertility",90.94811
"ITF6","IT",2017,1.30506,43.9,133.56,"Low Priority Region",90.98123
"ITF5","IT",2017,1.20013,31.9,315,"High Investment, Low Fertility",91.00616000000001
"ITF4","IT",2017,1.25093,36.7,133.56,"Low Priority Region",91.03536
"BG41","BG",2017,1.45777,26,315.5,"High Investment, Low Fertility",91.24852000000001
"RO42","RO",2019,1.58,24,132.97,"High Fert / Low Spend",91.40370999999999
"RO11","RO",2019,1.69,23.4,132.97,"High Fert / Low Spend",91.51370999999999
"RO12","RO",2019,1.85,28.2,132.97,"High Fert / Low Spend",91.67371
"RO21","RO",2019,2.14,49.2,132.97,"High Fert / Low Spend",91.96370999999999
"ES21","ES",2017,1.3205,15,132.45,"Low Priority Region",92.07579
"SE11","SE",2019,1.61,14.5,316.45,"Balanced Investment",92.21370999999999
"SE33","SE",2019,1.7,16.3,316.45,"Balanced Investment",92.30371
"ES70","ES",2017,1.07193,39.9,132.45,"Low Priority Region",92.32436
"SE32","SE",2019,1.82,23.6,316.45,"Balanced Investment",92.42371
"EL52","EL",2019,1.27,30.6,132.05,"Low Priority Region",92.52628999999999
"BG32","BG",2019,1.77018,37.6,131.91,"High Fert / Low Spend",92.65388999999999
"RO32","RO",2017,1.52,31.8,131.53,"Low Priority Region",92.79629
"BG34","BG",2019,2.15573,37.9,131.91,"High Fert / Low Spend",93.03944
"ITH2","IT",2017,1.4863,17.1,131.08,"Low Priority Region",93.27998999999998
"ITF3","IT",2017,1.36197,43,131.08,"Low Priority Region",93.40431999999998
"ITH4","IT",2017,1.31574,13.1,131.08,"Low Priority Region",93.45054999999998
"ITI1","IT",2017,1.29473,17.4,131.08,"Low Priority Region",93.47155999999998
"ITF1","IT",2017,1.25286,28.2,131.08,"Low Priority Region",93.51342999999999
"ITG2","IT",2017,1.07838,37.2,131.08,"Low Priority Region",93.68790999999997
"PL91","PL",2019,1.6,12.9,318.03,"Balanced Investment",93.78370999999999
"PL82","PL",2019,1.38,22.1,318.03,"High Investment, Low Fertility",93.85628999999997
"PL62","PL",2019,1.35,23.7,318.03,"High Investment, Low Fertility",93.88628999999997
"BG41","BG",2018,1.46803,22.8,130.47,"Low Priority Region",93.90826
"ITH2","IT",2019,1.42,11.4,130.38,"Low Priority Region",94.04629
"ITC4","IT",2019,1.33,16.6,130.38,"Low Priority Region",94.13629
"ITH2","IT",2018,1.4505,18.8,130.22,"Low Priority Region",94.17578999999999
"BG31","BG",2018,1.88775,42,130.47,"High Fert / Low Spend",94.21145999999999
