Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"Austria","AT32","Salzburg","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","550034","2576.5","7959.7","6222.0","382","302","462","69","55","84"
"Austria","AT21","Kärnten","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","395306","4843.4","8.2","14.5","524","264","1030","132","67","260"
"Austria","AT33","Tirol","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","508158","3054.1","6.2","8.6","181","137","202","35","27","39"
"Austria","AT34","Vorarlberg","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","256765","945.0","11.4","18.6","594","300","1165","231","116","454"
"Austria","AT34","Vorarlberg","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","381930","945.0","7209.1","5843.6","245","194","296","64","50","77"
"Belgium","BE32","Prov. Hainaut","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","874007","3464.4","11.3","12.0","635","484","709","72","55","81"
"Belgium","BE32","Prov. Hainaut","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","879319","3464.4","13.9","18.8","2195","1108","4305","249","126","489"
"Austria","AT33","Tirol","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","499440","3054.1","11.7","21.8","153","77","298","30","15","59"
"Belgium","BE24","Prov. Vlaams-Brabant","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","740236","2030.7","17.7","20.6","212","107","417","28","14","56"
"Belgium","BE23","Prov. Oost-Vlaanderen","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","974542","2897.9","16.7","19.9","260","131","510","26","13","52"
"Belgium","BE23","Prov. Oost-Vlaanderen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","974542","2897.9","13.0","13.5","852","650","950","87","66","97"
"Belgium","BE23","Prov. Oost-Vlaanderen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1514507","2897.9","3295.0","3175.7","550","435","664","36","28","43"
"Austria","AT12","Niederösterreich","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1695971","11103.4","6006.4","5401.6","1015","803","1226","59","47","72"
"Austria","AT11","Burgenland","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","299861","1710.5","7577.0","7043.6","22","17","26","7","5","8"
"Austria","AT11","Burgenland","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","202426","1710.5","14.0","14.6","1942","1483","2165","959","732","1069"
"Austria","AT33","Tirol","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","499440","3054.1","6.1","8.7","184","140","206","37","28","41"
"Austria","AT33","Tirol","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","508158","3054.1","10.3","18.7","1176","594","2303","231","117","453"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1199572","2645.8","18.0","23.5","4529","2293","8838","377","191","736"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1843750","2645.8","4315.2","3840.9","820","649","991","44","35","53"
"Austria","AT21","Kärnten","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","398689","4843.4","7.7","13.8","459","231","902","115","58","226"
"Austria","AT34","Vorarlberg","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","380355","945.0","7884.9","7089.2","28","22","34","7","5","9"
"Austria","AT34","Vorarlberg","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","381930","945.0","7209.1","5843.6","23","18","27","6","4","7"
"Austria","AT34","Vorarlberg","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","258964","945.0","7.3","9.7","119","91","133","46","35","51"
"Belgium","BE24","Prov. Vlaams-Brabant","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1144664","2030.7","4772.5","4502.2","596","472","720","52","41","62"
"Belgium","BE24","Prov. Vlaams-Brabant","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","744736","2030.7","12.1","12.3","563","429","629","75","57","84"
"Austria","AT32","Salzburg","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","368068","2576.5","7.3","9.8","1780","1355","1988","483","368","540"
"Austria","AT32","Salzburg","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","374489","2576.5","7.1","9.9","180","137","201","48","36","53"
"Belgium","BE34","Prov. Luxembourg (BE)","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","285513","2336.7","4590.3","4390.0","143","113","173","50","39","60"
"Belgium","BE22","Prov. Limburg (BE)","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","578961","2115.6","14.6","17.2","110","55","216","19","9","37"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1192324","2645.8","13.0","14.5","12132","9270","13524","1017","777","1134"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1207901","2645.8","11.6","12.1","863","658","963","71","54","79"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1207901","2645.8","11.6","12.1","9083","6923","10138","752","573","839"
"Belgium","BE22","Prov. Limburg (BE)","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","574966","2115.6","16.2","18.6","134","67","263","23","11","45"
"Belgium","BE22","Prov. Limburg (BE)","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","883727","2115.6","5298.4","5230.6","534","423","646","60","47","73"
"Austria","AT22","Steiermark","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","851089","9222.6","10.1","17.5","1729","874","3379","203","102","397"
"Austria","AT22","Steiermark","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","858581","9222.6","8.9","15.9","138","70","272","16","8","31"
"Austria","AT31","Oberösterreich","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1001460","9243.3","12.4","13.6","8678","6625","9678","866","661","966"
"Belgium","BE25","Prov. West-Vlaanderen","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","766925","3116.0","12.5","13.1","6726","5131","7504","877","669","978"
"Belgium","BE25","Prov. West-Vlaanderen","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1185941","3116.0","3696.6","3654.7","502","397","606","42","33","51"
"Belgium","BE25","Prov. West-Vlaanderen","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","771591","3116.0","13.3","14.1","725","554","809","94","71","104"
"Belgium","BE25","Prov. West-Vlaanderen","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","776946","3116.0","11.5","14.9","101","51","200","13","6","25"
"Austria","AT31","Oberösterreich","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1001460","9243.3","12.4","13.6","848","647","945","84","64","94"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1199572","2645.8","18.0","23.5","435","220","850","36","18","70"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1207901","2645.8","16.6","21.4","3838","1941","7506","317","160","621"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1852960","2645.8","3475.9","3019.1","58","46","70","3","2","3"
"Belgium","BE21","Prov. Antwerpen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1852960","2645.8","3475.9","3019.1","639","506","773","34","27","41"
"Belgium","BE35","Prov. Namur","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","320912","2530.7","9.2","10.1","171","130","191","53","40","59"
"Belgium","BE35","Prov. Namur","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","322861","2530.7","9.9","10.6","187","142","209","57","44","64"
"Austria","AT31","Oberösterreich","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","992715","9243.3","11.3","17.2","188","95","368","18","9","37"
"Austria","AT31","Oberösterreich","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1001460","9243.3","10.7","16.3","168","85","330","16","8","33"
"Austria","AT31","Oberösterreich","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1010036","9243.3","9.8","15.2","141","71","278","14","7","27"
"Belgium","BE23","Prov. Oost-Vlaanderen","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","980464","2897.9","13.5","14.0","907","692","1011","92","70","103"
"Austria","AT13","Wien","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1203856","351.9","20.5","27.1","5352","2714","10413","444","225","864"
"Austria","AT13","Wien","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1214456","351.9","16.0","16.6","14051","10753","15651","1157","885","1288"
"Austria","AT13","Wien","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1806466","351.9","5880.3","5706.3","1132","896","1368","62","49","75"
"Belgium","BE10","Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1183286","155.2","2828.4","2710.8","33","26","40","2","2","3"
"Austria","AT12","Niederösterreich","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1161203","11103.4","7.9","11.8","752","378","1483","64","32","127"
"Austria","AT11","Burgenland","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","200657","1710.5","10.3","13.0","167","84","330","83","42","164"
"Austria","AT11","Burgenland","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","204157","1710.5","8.4","11.0","87","44","173","42","21","84"
"Austria","AT13","Wien","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1788945","351.9","5514.9","5309.4","1052","833","1271","58","46","71"
"Austria","AT21","Kärnten","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","395306","4843.4","9.4","11.6","2651","2021","2958","670","511","748"
"Austria","AT21","Kärnten","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","588002","4843.4","7404.1","5832.9","376","298","455","64","50","77"
"Austria","AT22","Steiermark","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1264728","9222.6","7118.2","5771.4","76","60","92","6","4","7"
