STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spscheme,Category of schemes,spdep,Detailed benefit expenditure type,spdepm,Means testing,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),RO,Romania,2019,,4.23,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),RS,Serbia,2017,,13.88,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),RS,Serbia,2018,,13.72,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),RS,Serbia,2019,,13.76,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SE,Sweden,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SE,Sweden,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SE,Sweden,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SI,Slovenia,2017,,107.53,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SI,Slovenia,2018,,110.05,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SI,Slovenia,2019,,108.79,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SK,Slovakia,2017,,3.04,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SK,Slovakia,2018,,2.62,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),SK,Slovakia,2019,,2.65,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),TR,Türkiye,2017,,18.98,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),TR,Türkiye,2018,,18.07,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),TR,Türkiye,2019,,17.41,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),UK,United Kingdom,2017,,351.01,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),UK,United Kingdom,2018,,332.17,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),AL,Albania,2019,,10.59,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),AT,Austria,2017,,68.05,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),AT,Austria,2018,,71.28,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),AT,Austria,2019,,68.53,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BA,Bosnia and Herzegovina,2017,,7.87,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BA,Bosnia and Herzegovina,2018,,9.85,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BE,Belgium,2017,,6.71,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BE,Belgium,2018,,7.16,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BE,Belgium,2019,,13.99,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BG,Bulgaria,2017,,25.32,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BG,Bulgaria,2018,,25.06,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),BG,Bulgaria,2019,,23.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CH,Switzerland,2017,,59.21,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CH,Switzerland,2018,,61.21,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CH,Switzerland,2019,,69.89,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CY,Cyprus,2017,,195.51,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CY,Cyprus,2018,,186.81,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CY,Cyprus,2019,,183.18,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CZ,Czechia,2017,,9.03,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CZ,Czechia,2018,,8.68,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),CZ,Czechia,2019,,7.47,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DE,Germany,2017,,37.93,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DE,Germany,2018,,34.93,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DE,Germany,2019,,32.58,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DK,Denmark,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DK,Denmark,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),DK,Denmark,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2017,,85.87,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2018,,84.79,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA19,Euro area - 19 countries  (2015-2022),2019,,82.09,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2017,,85.37,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2018,,84.29,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EA20,Euro area – 20 countries (from 2023),2019,,81.65,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EL,Greece,2017,,150.89,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EL,Greece,2018,,187.68,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EL,Greece,2019,,132.05,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),ES,Spain,2017,,15.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),ES,Spain,2018,,15.64,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),ES,Spain,2019,,16.72,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2017,,74.69,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2018,,73.11,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),EU27_2020,European Union - 27 countries (from 2020),2019,,67.06,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FI,Finland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FI,Finland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FI,Finland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FR,France,2017,,155.35,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FR,France,2018,,154.11,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),FR,France,2019,,149.08,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),HR,Croatia,2017,,42.81,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),HR,Croatia,2018,,40.94,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),HR,Croatia,2019,,43.24,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),HU,Hungary,2017,,2.32,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH,Cash benefits,MT,Means-tested,EUR_HAB_KP15,Euro per inhabitant (at constant 2015 prices),HU,Hungary,2018,,2.16,,,,,
